 Somme des distances parcourues par les 54715 artistes pris en compte : 3914895177.67,,,,
 , nom de l'artiste , km parcourus , ,
,nom,km,,
 , Dan Newton's Cafe Accordion Orchestra ,4.495536, ,
 , Ali Köse - Kozy ,4.492919, ,
 , Gaëtan Thomas ,4.491462, ,
 , Sam French ,4.398563, ,
 , Ivie ,4.382934, ,
 , I AM FEST ,4.381709, ,
 , DjGNice ,4.35555, ,
 , Katie Sky ,4.338907, ,
 , Ben Feldman ,4.278323, ,
 , Exploder Than You ,4.276684, ,
 , The Rare Birds ,4.265124, ,
 , Amaury Filliard ,4.261831, ,
 , Lovely Noughts ,4.222094, ,
 , Awakx Sound ,4.213918, ,
 , Classic Ensemble Vienna ,4.194991, ,
 , The Jazz Verse Jukebox ,4.183661, ,
 , Twin Cities Gay Men's Chorus ,4.142869, ,
 , Devareaux ,4.135818, ,
 , PRYM ,4.132814, ,
 , Puppets to the Supreme Commander ,4.131491, ,
 , Cachet  ,4.117547, ,
 , ex Licks ,4.116992, ,
 , Popscene DJs ,4.112189, ,
 , Joshua Raoul Brody ,4.076137, ,
 , Beatles karaoke ,4.076137, ,
 , Sweet Delta Dawn ,4.074906, ,
 , Agni ,4.070332, ,
 , Gilian Baracs ,4.066795, ,
 , Alison James ,4.058599, ,
 , Richie Cannata ,4.040188, ,
 , Zealandia ,4.034818, ,
 , Encore Beach Club ,4.027228, ,
 , Jerry Embree ,3.996745, ,
 , Lost At Home ,3.993799, ,
 , Giorgio V. ,3.973686, ,
 , Yolo Ono ,3.910089, ,
 , The B. Miller Zone ,3.904008, ,
 , Long Lankin ,3.850177, ,
 , Ken Swartz and the Palace of Sin ,3.83048, ,
 , and Smoking Time Jazz Club ,3.817674, ,
 , Gabriel Mervine ,3.736315, ,
 , Snarkle ,3.727392, ,
 , Quiana Lynell ,3.710252, ,
 , IDER ,3.684595, ,
 , Jörg Bausch ,3.675272, ,
 , The Creeping Cruds ,3.659241, ,
 , Arts Experience ,3.636593, ,
 , Miss Abysmal ,3.634722, ,
 , DJ Kazu ,3.628082, ,
 , Dj ERIC Fortin ,3.628082, ,
 , Activation Trio ,3.62064, ,
 , Army Coach ,3.595448, ,
 , Sleeping Seasons ,3.587457, ,
 , Saverio ,3.570566, ,
 , Malacara En Persona ,3.497865, ,
 , Meghan Kabir ,3.491014, ,
 , Colly T ,3.466818, ,
 , Nasty Bits ,3.437768, ,
 , Thursday Evening Gastgarden Sessions ,3.435106, ,
 , Frederic Perreard ,3.433738, ,
 , Jake Loggins ,3.42854, ,
 , Bad Girls Of Burlesque ,3.420128, ,
 , Royal 86 ,3.411745, ,
 , Not Quite Dead ,3.387931, ,
 , Ensemble LPR ,3.380168, ,
 , Jwho ,3.365186, ,
 , Drums Along the Rockies ,3.347354, ,
 , Suzukid ,3.33654, ,
 , After Aristotle ,3.283731, ,
 , Goodie ,3.279504, ,
 , ZILLAS ON ACID ,3.279504, ,
 , The Mar-Tans ,3.273836, ,
 , Gnetko ,3.258558, ,
 , Choate Country ,3.252301, ,
 , DJ Bobby Bohn ,3.25215, ,
 , Rehab Beach Club ,3.245082, ,
 , Sunday Brunch! ,3.207948, ,
 , Dj Bach ,3.207668, ,
 , FHOM ,3.202284, ,
 , M.O.M. ,3.199798, ,
 , The Organization ,3.187475, ,
 , Festival Jardins Palau Reial Pedralbes ,3.167266, ,
 , Luther Kent ,3.158149, ,
 , Last Nite ,3.155893, ,
 , DJ Greenery ,3.149866, ,
 , Von Kin ,3.134513, ,
 , Grupo Chegando Lá ,3.125278, ,
 , Stereo Clone ,3.125004, ,
 , Murat Uncuoglu ,3.117376, ,
 , Christian Martinez ,3.108407, ,
 , Beyond The Dead ,3.067171, ,
 , My Darling Fury ,3.053263, ,
 , The Gran Fury ,3.034029, ,
 , Made Of Blocks ,3.034029, ,
 , 1accord ,3.01981, ,
 , Oliver Pusswald ,3.011364, ,
 , The Pepper Grinders ,3.001824, ,
 , Sous Dubois ,2.993898, ,
 , The Last Throes ,2.991521, ,
 , Doomsday For The Destroyer ,2.984996, ,
 , Psychodots ,2.941638, ,
 , Dave Marr ,2.92685, ,
 , Le caribou volant ,2.901684, ,
 , Sam Bisbee ,2.881501, ,
 , Party 90 ,2.873468, ,
 , JEF SICARD ,2.87197, ,
 , Ty Brasel ,2.871589, ,
 , Tony Profondo ,2.864522, ,
 , young tongue ,2.848619, ,
 , Nadia Scaillet ,2.780931, ,
 , Omar Cuellar ,2.707926, ,
 , Harmony Project ,2.696568, ,
 , Nooky Jones ,2.693456, ,
 , SARA ROBINSON BAND ,2.668678, ,
 , Redisco ,2.662965, ,
 , SolidM ,2.65622, ,
 , QRTR ,2.610314, ,
 , Warsaw Falcons ,2.605125, ,
 , The Rock Princess ,2.564888, ,
 , Hot 107.9 Birthday Bash ,2.562772, ,
 , DECAP ATTAK ,2.558173, ,
 , Diane & The Deductibles ,2.543514, ,
 , DJ Towa ,2.542004, ,
 , Noble Pedro ,2.527461, ,
 , Heavensake ,2.526831, ,
 , AOE ,2.522613, ,
 , SYLVAIN GARY ,2.485143, ,
 , Duke Of Wolves ,2.469054, ,
 , Public Theatre ,2.467166, ,
 , Dissention ,2.466758, ,
 , Kathryn Rose Wood ,2.451761, ,
 , The Acid Sisters ,2.451202, ,
 , Dj Pasta ,2.440283, ,
 , Jenna Nicholls ,2.438064, ,
 , djseanEboy ,2.432426, ,
 , Ophèlie Laroche ,2.423067, ,
 , Gregory Agid Quartet ,2.403749, ,
 , Glade Luco ,2.402325, ,
 , Faceship ,2.391488, ,
 , Rikki Shay ,2.391488, ,
 , Ed Ivey ,2.382322, ,
 , Truman Holland and the Back Porch Review ,2.372778, ,
 , DJ Honey ,2.365991, ,
 , The Tough Brothers ,2.3637, ,
 , Habersham ,2.361654, ,
 , The Van der Rohe ,2.334811, ,
 , The Dolly Llamas ,2.329483, ,
 , Peach Dream ,2.323656, ,
 , Katy Marquardt ,2.310992, ,
 , Kevin Gale ,2.310992, ,
 , Lorah Dones ,2.305659, ,
 , Charles Unger Experience ,2.293326, ,
 , Charenee Wade ,2.2672, ,
 , Lonnie's Eggs ,2.26064, ,
 , Tony Perez ,2.26064, ,
 , Glass Pools ,2.254668, ,
 , Ty Dietz ,2.248542, ,
 , Jazz Voice ,2.247594, ,
 , Kimberly Ford ,2.221793, ,
 , Ruby Jane ,2.190253, ,
 , Pirineos Sur ,2.180113, ,
 , Shivery Shakes ,2.179532, ,
 , Jarett McAlister ,2.175324, ,
 , The Silk War ,2.164918, ,
 , 2fer1 ,2.164128, ,
 , Donal Corcoran ,2.1524, ,
 , Ruth Levy Benseft ,2.1524, ,
 , Bern Meckenstock ,2.1524, ,
 , MAYTA ,2.149702, ,
 , The Grains of Sand ,2.147919, ,
 , Romain Vuillemin quartet ,2.121431, ,
 , DJ KESHKOON ,2.109186, ,
 , The Old Dogs ,2.105412, ,
 , Karaoke Rock Band ,2.080646, ,
 , kPek ,2.077437, ,
 , Will Taylor ,2.075948, ,
 , Josh O'Connor ,2.066451, ,
 , Max vEgas ,2.062034, ,
 , Thanom ,2.060115, ,
 , Emerald Grove ,2.022686, ,
 , The Periodicals ,2.022686, ,
 , Street Names ,2.022686, ,
 , Government Zero ,2.022686, ,
 , Allan Jones ,2.009398, ,
 , Bréag Naofa ,1.983089, ,
 , Francis Tirana ,1.952383, ,
 , Robbie Gil ,1.952146, ,
 , J.D. Blair ,1.930744, ,
 , Lou Donaldson Quartet ,1.924934, ,
 , Over The River ,1.921269, ,
 , KNOCK OUT FESTIVAL ,1.878879, ,
 , Luciano Del Gaudio ,1.861236, ,
 , Michelle Collins ,1.857729, ,
 , Seven Cycles ,1.846653, ,
 , Royal Rounders ,1.83037, ,
 , Ojos Feos ,1.813182, ,
 , grey sweater audio ,1.809197, ,
 , The Resentments ,1.808398, ,
 , redsean ,1.799768, ,
 , Sean Bang ,1.795547, ,
 , Glorious Abhor ,1.794739, ,
 , Soundpieces ,1.792866, ,
 , Festival Musicalarue ,1.75975, ,
 , Erene ,1.749789, ,
 , Domez ,1.729256, ,
 , Summer In Siberia ,1.722124, ,
 , Brixton Alley ,1.706225, ,
 , SIRI VIK ,1.682359, ,
 , Harker Moon ,1.681349, ,
 , House of Never ,1.671801, ,
 , Kutxu  ,1.66827, ,
 , Dark Money ,1.65998, ,
 , Lunar Tide Wilmington ,1.658985, ,
 , Tito Malaga ,1.646314, ,
 , Steamboat Willie Jazz Band ,1.646236, ,
 , Mikesation ,1.639824, ,
 , Rene Hart ,1.639124, ,
 , Enversa ,1.61215, ,
 , MARIUM ECHO ,1.608886, ,
 , Duke Street Big Band ,1.606426, ,
 , NDR Elbphilharmonie Orchester ,1.606054, ,
 , Las Vegas Live Comedy Club ,1.602593, ,
 , Silo Road ,1.601933, ,
 , David Insley ,1.601933, ,
 , The Pleasure Palace ,1.589359, ,
 , Soul Vibrator ,1.575134, ,
 , Folklub ,1.570584, ,
 , Charlie Gabriel ,1.569368, ,
 , I Solisti dell'Opera ,1.567023, ,
 , 2 Men will move you ,1.549371, ,
 , Bay City Blues ,1.545969, ,
 , Alvon ,1.542808, ,
 , ROCKTOWN ,1.519393, ,
 , The Harlem Blues Project ,1.514293, ,
 , Blåsarsymfonikerna ,1.512472, ,
 , Nathaniel Bellows ,1.502519, ,
 , Stones in Pockets ,1.500014, ,
 , DJ E.M. ,1.49863, ,
 , Festival au Pont du Rock ,1.4893, ,
 , Minnesota State Fair ,1.486799, ,
 , Band Set ,1.476903, ,
 , Lethal Dose ,1.465342, ,
 , Peter Valera ,1.461587, ,
 , SDJNX ,1.444752, ,
 , Kadenzmann ,1.439571, ,
 , The Smokes ,1.435796, ,
 , DJ Sep ,1.41911, ,
 , Sea Of Dreams ,1.416218, ,
 , Traumacat ,1.406662, ,
 , dan schwindt ,1.389228, ,
 , I Am Infamy ,1.377843, ,
 , Philly Soul Syndicate ,1.375338, ,
 , XS Las Vegas ,1.36646, ,
 , The Cooties ,1.365821, ,
 , JT Curtis ,1.334023, ,
 , Bar Flies ,1.331864, ,
 , ES.P ,1.32718, ,
 , Toecutter ,1.322121, ,
 , Porn Bloopers ,1.321936, ,
 , Hakkasan ,1.314867, ,
 , French Collection ,1.28157, ,
 , Ken Sheldon ,1.264653, ,
 , Standon Calling Festival ,1.254296, ,
 , Ruth Levy -Benseft ,1.251753, ,
 , Industry Tuesdays ,1.240851, ,
 , DJ CLA ,1.240851, ,
 , DJ Special K ,1.22299, ,
 , Gustaf Sjökvists kammarkör ,1.213801, ,
 , Burlesque Ballroom ,1.196717, ,
 , Jazz Band Ballers ,1.185672, ,
 , Gregg Austin ,1.181517, ,
 , THE ONE Grand Show ,1.160103, ,
 , Nashville Symphony Orchestra ,1.15868, ,
 , ROdolphe ,1.153312, ,
 , 0hnoes ,1.14157, ,
 , Bohemian Knuckle Boogie ,1.13752, ,
 , Juss ,1.084269, ,
 , Beyond the Gates ,1.065512, ,
 , the World's Hottest '80s ,1.060054, ,
 , DJ Melodic ,1.049765, ,
 , The Politician ,1.0218, ,
 , Blue Man Group Las Vegas ,1.006267, ,
 , RHarvz ,0.996468, ,
 , Blackbelt Andersen ,0.932837, ,
 , Emily Myren ,0.930538, ,
 , Dj Dirty 30 ,0.925814, ,
 , MAGIC CITY BLUES ,0.90673, ,
 , Barbara Carroll ,0.905692, ,
 , Peyton Davis ,0.900248, ,
 , Dead Space ,0.891967, ,
 , Dead Space Band ,0.891967, ,
 , Sonny Axell ,0.88787, ,
 , B.B. KING BLUES CLUB ALL-STARS ,0.883275, ,
 , B4Skin ,0.877682, ,
 , Boston Red Sox at New York Yankees ,0.85761, ,
 , Amanda Ducorbier ,0.855032, ,
 , Nils Indjein ,0.854481, ,
 , Housepitality ,0.847511, ,
 , Reggae In the Desert ,0.840225, ,
 , Reggae On the Rocks ,0.797561, ,
 , Leah Speckhard ,0.787647, ,
 , Dj Fos ,0.773794, ,
 , Sam Setton ,0.771255, ,
 , Calvin Cornel ,0.764368, ,
 , Big 10-4 ,0.757991, ,
 , Footloose 80's Night Every Friday At Midnight ,0.74918, ,
 , LES PLAGES ELECTRONIQUES ,0.739188, ,
 , K Slat ,0.720924, ,
 , Festival Ferté Jazz ,0.708383, ,
 , nick ray ,0.698255, ,
 , Liam Parke ,0.68878, ,
 , the Skyline ,0.683099, ,
 , DJ April ,0.671041, ,
 , DJ Ernesto ,0.671041, ,
 , ReJoin the Team ,0.665602, ,
 , Late As Usual ,0.665244, ,
 , Lovetone ,0.652882, ,
 , Mona Borland ,0.638537, ,
 , Neon Accents ,0.618218, ,
 , The Glass Menagerie ,0.61584, ,
 , The Riot Waves ,0.601556, ,
 , Micah McClain ,0.584174, ,
 , Arcade Hustlers ,0.573578, ,
 , Bryan Fein ,0.570785, ,
 , Gagarin 205 LIve Music Space ,0.549906, ,
 , Alder Street ,0.542308, ,
 , Surrender Nightclub ,0.510146, ,
 , Longer Days ,0.50319, ,
 , Omaha Symphony ,0.484054, ,
 , Stéphane Benguigui ,0.482198, ,
 , J. Eric Band ,0.477825, ,
 , CalebBrown ,0.470461, ,
 , Lovebox Festival ,0.469995, ,
 , Beat Crunchers ,0.430786, ,
 , The Ballard Brothers ,0.396867, ,
 , Windy City Smokeout ,0.382675, ,
 , Silverbow Society ,0.375464, ,
 , Jims ,0.368912, ,
 , Miss Sophie Lee ,0.366132, ,
 , Matt Blair ,0.34028, ,
 , Ivan Sheppard ,0.34028, ,
 , BBK Live ,0.328754, ,
 , Eve Minor ,0.328322, ,
 , Papa J. ,0.327176, ,
 , Dancing Ghosts ,0.321745, ,
 , Flyers ,0.320504, ,
 , ATOMO ,0.319258, ,
 , Mimi barber ,0.313903, ,
 , DJ HiGrade ,0.309743, ,
 , Pour It Up ,0.297856, ,
 , Boogie Brice ,0.277825, ,
 , Boots In The Park ,0.271081, ,
 , Somaesthesia ,0.270993, ,
 , LES NUITS SECRETES ,0.267991, ,
 , Kevin Garinger ,0.249958, ,
 , The Mile High Sound Movement ,0.2109, ,
 , Schatzy ,0.209387, ,
 , Arturo O'Farrill Afro Latin Jazz Orchestra ,0.203418, ,
 , Thousand Oaks Philharmonic ,0.202912, ,
 , Symone Smash It ,0.190336, ,
 , MOONbow ,0.184456, ,
 , Mac King Comedy Magic Show ,0.180427, ,
 , La troupe de Madame Arthur ,0.177737, ,
 , Royal Albert Hall ,0.171731, ,
 , Jérôme Vinson ,0.164697, ,
 , Léa Castro ,0.162515, ,
 , Cécile Francioa ,0.162042, ,
 , Annalise Mahanes ,0.158144, ,
 , Orquestra Sinfônica Do Estado De São Paulo ,0.156466, ,
 , VEGAS the show ,0.146658, ,
 , EL GUARDAESPALDAS ,0.144302, ,
 , On Your Radar ,0.143879, ,
 , Vampire Weekend at Bernie's ,0.138342, ,
 , Hibachi Stranglers ,0.12162, ,
 , Patricia ,0.117477, ,
 , Alex Pintaa ,0.117477, ,
 , Terrafunk ,0.116982, ,
 , Evan Alexander ,0.115865, ,
 , Конец Лета ,0.11251, ,
 , Cabanijazz Project ,0.110137, ,
 , The Duncan Trussell Family Hour ,0.101353, ,
 , The Slum Raisins ,0.09666, ,
 , KNTRL ,0.09666, ,
 , Epic Saturday ,0.094008, ,
 , Steve Ferlazzo ,0.091548, ,
 , The Moth StorySLAM in Louisville ,0.0823, ,
 , Muse Art Mondays ,0.081258, ,
 , The Dolan Band ,0.080496, ,
 , Funk Band Cameo ,0.077345, ,
 , host Brendan Getzell ,0.075397, ,
 , Rocket 88's ,0.074562, ,
 , El Rey Leon ,0.074555, ,
 , Helen Sung ,0.073851, ,
 , Lindsay Lou & the Flatbellys ,0.072073, ,
 , DA RUA ,0.071092, ,
 , DEUTSCHES KAMMERORCHESTER BERLIN ,0.071062, ,
 , Hedley Grange ,0.068415, ,
 , David Ostwald's Louis Armstrong Eternity Band ,0.067806, ,
 , Billy Byrd ,0.067567, ,
 , Reggae Gold XL ,0.065627, ,
 , Yael and Gabriel ,0.063501, ,
 , Prepare The Gallows ,0.060295, ,
 , Giblet Head ,0.054732, ,
 , Bluegrass Pickin’ Party ,0.051237, ,
 , the black sound ,0.048252, ,
 , Rare Export ,0.046686, ,
 , Soul Drive ,0.041049, ,
 , Rachel Ann Morgan ,0.036222, ,
 , Hannah Gernand ,0.033347, ,
 , Butterchild ,0.03222, ,
 , Trixie Minx and Romy Kaye and the Mercy Buckets ,0.032113, ,
 , Gerald French and the Original Tuxedo Jazz Band ,0.032113, ,
 , Feile An Phobail ,0.030933, ,
 , Monday Night Square Dance ,0.02979, ,
 , COVER THE CRESCENT ,0.02848, ,
 , Six Pack Stranglers ,0.027366, ,
 , MEDGE ,0.027086, ,
 , Michel Formenti ,0.027039, ,
 , Dj Delmaggio ,0.02388, ,
 , Andrew Walesch ,0.023205, ,
 , Bluegrass Bonanza ,0.022032, ,
 , KJ Paul ,0.021867, ,
 , Elektro Grave ,0.021398, ,
 , Yannick Soccal ,0.019986, ,
 , La Famille Maestro ,0.01998, ,
 , Ben Shuster ,0.01982, ,
 , Aurélien Pasquet ,0.019806, ,
 , DAIDA ,0.019782, ,
 , The Harlem Sessions ,0.01789, ,
 , Paul Booth Quartet ,0.017726, ,
 , Abjure ,0.017478, ,
 , Stripped into Submission ,0.017079, ,
 , CAMEO FRIDAYS ,0.016192, ,
 , Erin Schwab ,0.01547, ,
 , Brad Hines ,0.01493, ,
 , Saturday Night Soul Party ,0.014492, ,
 , Carter Reeves ,0.013818, ,
 , Doc Brown's Blues Band ,0.013631, ,
 , Dam Family Jam ,0.013371, ,
 , Squaring the Circle ,0.012516, ,
 , Theorem of Joy ,0.01242, ,
 , The Ganges River Band ,0.012344, ,
 , PPR ,0.011472, ,
 , Nick Perri ,0.010163, ,
 , Listening ,0.009956, ,
 , Jazz Consortium Big Band ,0.009847, ,
 , Cynthia Abraham ,0.008984, ,
 , Hotel Utah Open Mic ,0.008867, ,
 , the Procrastinistas ,0.008867, ,
 , Existem ,0.008739, ,
 , Kilgubbin Brothers ,0.008129, ,
 , SECOND SUNDAY ,0.007874, ,
 , Angie Vee ,0.007784, ,
 , Acme Jazz Company ,0.007735, ,
 , Arnaud Fournier ,0.006617, ,
 , GSub ,0.006052, ,
 , Brisa ,0.006052, ,
 , Leah Umansky ,0.005351, ,
 , EMO NIGHT PHX ,0.004501, ,
 , Billy Cobham With Guy Barker Big Band ,0.004115, ,
 , GALE MAYES ,0.003504, ,
 , In the Den ,0.003256, ,
 , Moin Moin Records ,0.002557, ,
 , Thomas gomez ,0.001862, ,
 , Vladimir Medail ,0.001756, ,
 , Bri Steves ,0.00053, ,
 , Drai's Beach Club ,0.000513, ,
 , 99 Luftballons ,0.000482, ,
 , John Minnock ,0.000312, ,
 , Steven Chera ,0.000312, ,
 , Asphalt Cowboys ,0.000107, ,
 , Alex's Bar Karaoke ,0.000105, ,
 , Jesse Simpson ,0, ,
 , Tablao After Dark ,0, ,
 , Ruth Levy- Benseft ,0, ,
 , Mandy Woods ,0, ,
 , Dj Kuya Ray ,0, ,
 , CABARET VERT ,0, ,
 , Joao Frade ,0, ,
 , David Byrd and Byrds of a feather ,0, ,
 , Rum Diet ,0, ,
 , Larry & Jana Hinson ,0, ,
 , Sabrina ,0, ,
 , Twyla Tharp ,0, ,
 , Alexander Rocciasana ,0, ,
 , Landet inuti ,0, ,
 , Oregon Jamboree ,0, ,
 , Dave Way ,0, ,
 ," Sydney Mancasola, soprano ",0, ,
 , Makoto Ozone ,0, ,
 , Milkhouse Radio ,0, ,
 , The Chris Dracup Trio ,0, ,
 , Amable ,0, ,
 ," Soulfly, Crowbar, Shattered Sun, Incite ",0, ,
 , DJ Jaba One ,0, ,
 , The Juke Rockers ,0, ,
 , Latin Breeze ,0, ,
 ," Lyle Lovett, The Civil Wars, Richard Thompson and more ",0, ,
 , Grant Knoche ,0, ,
 , Jim Salestrom ,0, ,
 , Thor's Hammer ,0, ,
 ," Pedja Muzijevic, piano ",0, ,
 , Dana and the Boneshakers ,0, ,
 , Keith Ingham ,0, ,
 , Eliot Han ,0, ,
 , DJ NABS AND HOST DEREK HARPER ,0, ,
 , DJ Tragic ,0, ,
 , Wednesday Open Mic Night ,0, ,
 , Preservation Brass ,0, ,
 , Marques Anthony ,0, ,
 , Dogs Love Trucks ,0, ,
 , Cambridge Sound Studios ,0, ,
 , Skylarking ,0, ,
 , Squarez ,0, ,
 , San Francisco International Arts Festival 2017 ,0, ,
 , Distant Warning ,0, ,
 , Kareña K ,0, ,
 , How and Why ,0, ,
 , American Voodoo ,0, ,
 , All God's Children ,0, ,
 , Society Salsa ,0, ,
 , Dayclub Pool Party Crawl and Party Bus Experience ,0, ,
 , Brad Barton ,0, ,
 , Preservation All-Stars ,0, ,
 , Massive Mondays ,0, ,
 , Tom Hook ,0, ,
 , Ti Amo 3 ,0, ,
 , Keith Grant ,0, ,
 , High Roller Wheel at the Linq ,0, ,
 , :lovesongs ,0, ,
 , Dueling Pianos at Johnny Foley's ,0, ,
 , Cockblock ,0, ,
 , Salzburg Festival ,0, ,
 , That Infernal Racket ,0, ,
 , Cena Superdivina con Dolly ,0, ,
 , Aces of Comedy ,0, ,
 , Dominick Grillo and The Frenchmen St. All-Stars ,0, ,
 , Joana Cota ,0, ,
 , The Oddfellas ,0, ,
 , Sarah Mccoy and The Oopsie Daisies ,0, ,
 , Peggy Sarlin ,0, ,
 , Grayson Reed ,0,, 
 , Accro d'Jazz ,0, ,
 , Husky Tones ,0, ,
 , Drais ,0, ,
 , Churchill Downs Fall Racing ,0, ,
 , THE MAR-TAYS ,0, ,
 , Invito all'Opera ,0, ,
 , Thirst Trap Thursday ,0, ,
 , Muwasha IProjects ,0, ,
 , THOMAS ENHCO TRIO ,0, ,
 , Ilegal Party ,0, ,
 , Billy D. Chapman ,0, ,
 , H1 F. ,0, ,
 , LILAC WINE ,0, ,
 , Eddie Tigner ,0, ,
 , Django Earnhardt ,0, ,
 , Blue Man Group – The Show Sensation ,0, ,
 , War Paint ,0, ,
 , Ahora ,0, ,
 , Massive Rock & Scaltromix ,0, ,
 , New Orleans Cottonmouth Kings ,0, ,
 , FESTIVAL RIO LOCO ,0, ,
 , Rell ,0, ,
 , Rel8 ,0, ,
 , Miles To Marston ,0, ,
 , sonic hippies ,0, ,
 , The Spoilers ,0, ,
 , Springs Contemporary Jazz Big Band at The Warehouse ,0, ,
 , Live Music Thursday @ Copper Blues Oxnard ,0, ,
 , Oneoz. ,0, ,
 , DJ Willie Trimmer ,0, ,
 , Groove 360 Academy ,0, ,
 , TONS OF ROCK ,0, ,
 , Washington National Opera ,0, ,
 , Marshall Law Band ,0, ,
 , The Antipodes ,0, ,
 , Red Organ Trio ,0, ,
 , Magic Mike Live ,0, ,
 , Kinky Boots Louisville ,0, ,
 , John Devine ,0, ,
 , Marcus Lovett ,0, ,
 , The Djangophiles ,0, ,
 , So Strung Out ,0, ,
 , Dulce Mal ,0, ,
 , THE BEST OF SWAN LAKE ,0, ,
